CROP_TYPE,SOIL_TYPE,REGION,Humidity,soilmiosture,Temperature,WEATHER_CONDITION,WATER_REQUIREMENT
POTATO,WET,SEMI ARID,60.44848407,391,30.31,SUNNY,5.87
POTATO,WET,SEMI ARID,68.53997144,389,30.27,WINDY,5.37
POTATO,WET,SEMI ARID,67.66323804,391,30.22,RAINY,0.2
POTATO,WET,SEMI ARID,69.09047809,387,30.18,NORMAL,5.3
POTATO,WET,SEMI ARID,61.69295127,388,30.14,SUNNY,6.8
POTATO,WET,SEMI ARID,61.53278622,389,30.1,WINDY,6.3
POTATO,WET,SEMI ARID,66.6379724,401,30.06,RAINY,0.3
POTATO,WET,SEMI ARID,65.26774011,385,30.03,NORMAL,6.3
POTATO,WET,SEMI ARID,67.72837887,388,29.99,SUNNY,7.8
POTATO,WET,SEMI ARID,64.34848735,390,29.97,WINDY,7.3
POTATO,WET,SEMI ARID,68.59232289,390,29.94,RAINY,0.5
POTATO,WET,SEMI ARID,60.37332688,386,29.9,NORMAL,7.2
POTATO,WET,SEMI ARID,69.01852894,388,29.87,SUNNY,8.7
POTATO,WET,SEMI ARID,63.59948557,391,29.83,WINDY,8.2
POTATO,WET,SEMI ARID,68.63525428,389,29.8,RAINY,0.8
POTATO,WET,SEMI HUMID,66.76017239,390,29.77,NORMAL,3.345
POTATO,WET,SEMI HUMID,67.88521396,389,29.74,SUNNY,4.845
POTATO,WET,SEMI HUMID,60.06534859,389,29.71,WINDY,4.345
POTATO,WET,SEMI HUMID,67.83563765,389,29.68,RAINY,0.1
POTATO,WET,SEMI HUMID,69.0854554,390,29.66,NORMAL,4.4
POTATO,WET,SEMI HUMID,67.7017527,390,29.64,SUNNY,5.9
POTATO,WET,SEMI HUMID,61.38597868,368,29.61,WINDY,5.4
POTATO,WET,SEMI HUMID,62.93692886,314,29.59,RAINY,0.2
POTATO,WET,SEMI HUMID,63.37230676,274,29.56,NORMAL,5.54
POTATO,WET,SEMI HUMID,63.0563645,240,29.54,SUNNY,7.04
POTATO,WET,SEMI HUMID,63.95425534,214,29.51,WINDY,6.54
POTATO,WET,SEMI HUMID,69.69366426,256,29.49,RAINY,0.3
POTATO,WET,SEMI HUMID,63.11296779,253,29.47,NORMAL,6.52
POTATO,WET,SEMI HUMID,64.94329356,252,29.46,SUNNY,8.02
POTATO,WET,SEMI HUMID,67.90577375,252,29.44,WINDY,7.52
POTATO,WET,SEMI HUMID,65.71765781,251,29.42,RAINY,0.5
POTATO,WET,HUMID,69.3478631,251,29.4,NORMAL,2.06
POTATO,WET,HUMID,68.93875631,249,29.39,SUNNY,3.56
POTATO,WET,HUMID,69.96100028,251,29.37,WINDY,3.06
POTATO,WET,HUMID,60.11680815,251,29.35,RAINY,0.1
POTATO,WET,HUMID,66.17587668,249,29.33,NORMAL,3
POTATO,WET,HUMID,68.01232937,249,29.31,SUNNY,4.5
POTATO,WET,HUMID,64.24992106,249,29.29,WINDY,4
POTATO,WET,HUMID,66.55723677,248,29.27,RAINY,0.1
POTATO,WET,HUMID,64.25510719,248,29.25,NORMAL,4.1
POTATO,WET,HUMID,64.14928485,249,29.23,SUNNY,5.6
POTATO,WET,HUMID,61.88871127,248,29.22,WINDY,5.1
POTATO,WET,HUMID,63.53604453,248,29.2,RAINY,0.2
POTATO,WET,HUMID,61.14508627,249,29.18,NORMAL,5.15
POTATO,WET,HUMID,61.36669662,246,29.17,SUNNY,6.65
POTATO,WET,HUMID,60.18122078,247,29.16,WINDY,6.15
POTATO,WET,HUMID,66.60416867,247,29.14,RAINY,0.3
RICE,DRY,DESERT,67.99803573,248,29.12,NORMAL,17
RICE,DRY,DESERT,62.90020977,247,29.11,SUNNY,18.5
RICE,DRY,DESERT,69.84354028,246,29.09,WINDY,18
RICE,DRY,DESERT,64.14800537,248,29.08,RAINY,9
RICE,DRY,DESERT,68.27085245,246,29.06,NORMAL,18
RICE,DRY,DESERT,61.18956161,246,29.05,SUNNY,19.5
RICE,DRY,DESERT,64.2020154,246,29.03,WINDY,19
RICE,DRY,DESERT,61.61367264,246,29.02,RAINY,10
RICE,DRY,DESERT,68.77994074,246,29.01,NORMAL,19
RICE,DRY,DESERT,64.51136845,246,29,SUNNY,20.5
RICE,DRY,DESERT,63.38789228,246,28.99,WINDY,20
RICE,DRY,DESERT,67.10464369,246,28.98,RAINY,11
RICE,DRY,DESERT,65.14877461,246,28.96,NORMAL,20
RICE,DRY,DESERT,64.23364112,246,28.95,SUNNY,21.5
RICE,DRY,DESERT,61.02701476,245,28.94,WINDY,21
RICE,DRY,DESERT,66.10123083,246,28.92,RAINY,12
RICE,DRY,SEMI ARID,66.770943,246,28.91,NORMAL,15.5
RICE,DRY,SEMI ARID,63.64698302,246,28.9,SUNNY,17
RICE,DRY,SEMI ARID,66.15665137,246,28.88,WINDY,16.5
RICE,DRY,SEMI ARID,65.91359954,244,28.87,RAINY,7.5
RICE,DRY,SEMI ARID,62.73317204,244,29.03,NORMAL,16.5
RICE,DRY,SEMI ARID,66.74217464,243,29.33,SUNNY,18
RICE,DRY,SEMI ARID,65.62971858,245,29.49,WINDY,17.5
RICE,DRY,SEMI ARID,66.31394098,244,29.85,RAINY,8.5
RICE,DRY,SEMI ARID,67.88811637,245,30.16,NORMAL,17.5
RICE,DRY,SEMI ARID,60.13263713,244,30.39,SUNNY,19
RICE,DRY,SEMI ARID,63.54718862,243,30.55,WINDY,18.5
RICE,DRY,SEMI ARID,65.67718163,244,30.75,RAINY,9.5
RICE,DRY,SEMI ARID,62.99303471,243,30.99,NORMAL,18.5
RICE,DRY,SEMI ARID,63.29103387,243,31.24,SUNNY,20
RICE,DRY,SEMI ARID,61.3009051,243,31.49,WINDY,19.5
RICE,DRY,SEMI ARID,67.77954584,243,31.67,RAINY,10.5
RICE,DRY,SEMI HUMID,63.49802189,229,31.8,NORMAL,13.5
RICE,DRY,SEMI HUMID,63.27771461,226,31.88,SUNNY,15
RICE,DRY,SEMI HUMID,60.63872613,226,31.93,WINDY,14.5
RICE,DRY,SEMI HUMID,69.92375891,226,31.94,RAINY,5.5
RICE,DRY,SEMI HUMID,68.51966729,227,31.94,NORMAL,14.5
RICE,DRY,SEMI HUMID,62.13873825,226,31.93,SUNNY,16
RICE,DRY,SEMI HUMID,60.97876599,225,31.9,WINDY,15.5
RICE,DRY,SEMI HUMID,66.14007674,225,31.86,RAINY,6.5
RICE,DRY,SEMI HUMID,62.57526895,224,31.82,NORMAL,15.5
RICE,DRY,SEMI HUMID,69.15640149,225,31.76,SUNNY,17
RICE,DRY,SEMI HUMID,60.2816298,224,31.7,WINDY,16.5
RICE,DRY,SEMI HUMID,61.78779413,225,31.64,RAINY,7.5
RICE,DRY,SEMI HUMID,63.18832976,224,31.57,NORMAL,16.5
RICE,DRY,SEMI HUMID,61.77336343,224,31.51,SUNNY,18
RICE,DRY,SEMI HUMID,62.60136323,224,31.43,WINDY,17.5
RICE,DRY,SEMI HUMID,63.18738532,224,31.37,RAINY,8.5
RICE,DRY,HUMID,61.62313345,225,31.33,NORMAL,11
RICE,DRY,HUMID,65.8567539,223,31.27,SUNNY,12.5
RICE,DRY,HUMID,64.49166566,225,31.2,WINDY,12
RICE,DRY,HUMID,68.65257685,225,31.13,RAINY,3
RICE,DRY,HUMID,68.01965728,228,31.07,NORMAL,12
RICE,DRY,HUMID,69.6897615,224,31,SUNNY,13.5
RICE,DRY,HUMID,63.41785982,223,30.94,WINDY,13
RICE,DRY,HUMID,60.09116626,224,30.88,RAINY,4
RICE,DRY,HUMID,67.31323084,223,30.83,NORMAL,13
RICE,DRY,HUMID,67.55109024,224,30.77,SUNNY,14.5
RICE,DRY,HUMID,65.84395319,222,30.71,WINDY,14
RICE,DRY,HUMID,66.70897237,222,30.66,RAINY,5
RICE,DRY,HUMID,66.92642362,223,30.61,NORMAL,14
RICE,DRY,HUMID,62.44616219,223,30.58,SUNNY,15.5
RICE,DRY,HUMID,69.48515056,222,30.53,WINDY,15
RICE,DRY,HUMID,61.18458224,223,30.48,RAINY,6
RICE,HUMID,DESERT,66.43934593,224,30.44,NORMAL,13
RICE,HUMID,DESERT,62.70637578,223,30.39,SUNNY,14.5
RICE,HUMID,DESERT,60.85993533,223,30.34,WINDY,14
RICE,HUMID,DESERT,69.12613376,223,30.37,RAINY,5
RICE,HUMID,DESERT,69.76112921,222,30.55,NORMAL,14
RICE,HUMID,DESERT,63.93927841,222,30.8,SUNNY,15.5
RICE,HUMID,DESERT,60.19461399,222,31.07,WINDY,15
RICE,HUMID,DESERT,62.04814951,222,31.34,RAINY,6
RICE,HUMID,DESERT,68.10365387,223,31.61,NORMAL,15
RICE,HUMID,DESERT,69.29786244,222,31.85,SUNNY,16.5
RICE,HUMID,DESERT,63.22011726,221,31.94,WINDY,16
RICE,HUMID,DESERT,63.68128841,223,32.07,RAINY,7
RICE,HUMID,DESERT,68.03209183,202,32.16,NORMAL,16
RICE,HUMID,DESERT,65.44544859,187,32.21,SUNNY,17.5
RICE,HUMID,DESERT,65.47227704,184,32.24,WINDY,17
RICE,HUMID,DESERT,65.73085206,183,32.24,RAINY,8
RICE,HUMID,SEMI ARID,67.10004577,186,32.22,NORMAL,11.5
RICE,HUMID,SEMI ARID,68.93307305,184,32.19,SUNNY,13
RICE,HUMID,SEMI ARID,61.09533545,183,32.15,WINDY,12.5
RICE,HUMID,SEMI ARID,67.40460704,183,32.11,RAINY,3.5
RICE,HUMID,SEMI ARID,63.39503184,182,32.05,NORMAL,12.5
RICE,HUMID,SEMI ARID,63.46170674,182,31.99,SUNNY,14
RICE,HUMID,SEMI ARID,62.50453062,183,31.93,WINDY,13.5
RICE,HUMID,SEMI ARID,66.895409,184,31.9,RAINY,4.5
RICE,HUMID,SEMI ARID,69.3159965,183,31.83,NORMAL,13.5
RICE,HUMID,SEMI ARID,69.55863145,182,31.77,SUNNY,15
RICE,HUMID,SEMI ARID,64.07691942,183,31.7,WINDY,14.5
RICE,HUMID,SEMI ARID,64.00213929,182,31.63,RAINY,5.5
RICE,HUMID,SEMI ARID,62.35557553,182,31.56,NORMAL,14.5
RICE,HUMID,SEMI ARID,67.76252583,183,31.49,SUNNY,16
RICE,HUMID,SEMI ARID,61.28633405,182,31.42,WINDY,15.5
RICE,HUMID,SEMI ARID,66.29327012,184,31.36,RAINY,6.5
RICE,HUMID,SEMI HUMID,60.53657684,182,31.29,NORMAL,9.5
RICE,HUMID,SEMI HUMID,63.14909763,182,31.23,SUNNY,11
RICE,HUMID,SEMI HUMID,60.47528931,182,31.17,WINDY,10.5
RICE,HUMID,SEMI HUMID,60.4989659,182,31.13,RAINY,1.5
RICE,HUMID,SEMI HUMID,60.71367427,182,31.07,NORMAL,10.5
RICE,HUMID,SEMI HUMID,63.20915034,182,31.01,SUNNY,12
RICE,HUMID,SEMI HUMID,65.1034354,183,30.95,WINDY,11.5
RICE,HUMID,SEMI HUMID,62.45851612,182,30.9,RAINY,2.5
RICE,HUMID,SEMI HUMID,67.89815262,182,30.85,NORMAL,11.5
RICE,HUMID,SEMI HUMID,62.74710773,182,30.79,SUNNY,13
RICE,HUMID,SEMI HUMID,68.17543102,182,30.74,WINDY,12.5
RICE,HUMID,SEMI HUMID,61.88321072,182,30.69,RAINY,3.5
RICE,HUMID,SEMI HUMID,68.05394959,181,30.64,NORMAL,12.5
RICE,HUMID,SEMI HUMID,67.02664337,182,30.59,SUNNY,14
RICE,HUMID,SEMI HUMID,64.50515776,185,30.55,WINDY,13.5
RICE,HUMID,SEMI HUMID,62.96841833,182,30.5,RAINY,4.5
RICE,HUMID,HUMID,64.45268309,182,30.5,NORMAL,7
RICE,HUMID,HUMID,66.7729209,182,30.63,SUNNY,8.5
RICE,HUMID,HUMID,65.57653373,182,30.86,WINDY,8
RICE,HUMID,HUMID,62.10652364,181,31.14,RAINY,0.8
RICE,HUMID,HUMID,64.1123333,182,31.43,NORMAL,8
RICE,HUMID,HUMID,63.73086065,181,31.71,SUNNY,9.5
RICE,HUMID,HUMID,60.26854183,182,31.98,WINDY,9
RICE,HUMID,HUMID,65.8108757,185,32.19,RAINY,0.8
RICE,HUMID,HUMID,68.98088448,442,32.34,NORMAL,9
RICE,HUMID,HUMID,65.21662467,449,32.45,SUNNY,10.5
RICE,HUMID,HUMID,68.70533022,374,32.51,WINDY,10
RICE,HUMID,HUMID,69.4073209,362,32.54,RAINY,1
RICE,HUMID,HUMID,63.13215259,362,32.55,NORMAL,10
RICE,HUMID,HUMID,68.6428593,362,32.55,SUNNY,11.5
RICE,HUMID,HUMID,63.90164154,362,32.53,WINDY,11
RICE,HUMID,HUMID,60.424786,362,32.51,RAINY,2
RICE,WET,DESERT,63.58337146,367,32.46,NORMAL,10
RICE,WET,DESERT,67.62779652,362,32.42,SUNNY,11.5
RICE,WET,DESERT,63.83179889,363,32.36,WINDY,11
RICE,WET,DESERT,66.32102048,362,32.3,RAINY,2
RICE,WET,DESERT,63.69070564,364,32.24,NORMAL,11
RICE,WET,DESERT,71.57476937,365,32.17,SUNNY,12.5
RICE,WET,DESERT,71.59351368,365,32.1,WINDY,12
RICE,WET,DESERT,57.68272924,366,32.03,RAINY,3
RICE,WET,DESERT,62.69503871,365,31.99,NORMAL,12
RICE,WET,DESERT,57.80840636,364,31.93,SUNNY,13.5
RICE,WET,DESERT,66.50415474,364,31.85,WINDY,13
RICE,WET,DESERT,66.6902901,367,31.78,RAINY,4
RICE,WET,DESERT,62.5542482,363,31.71,NORMAL,13
RICE,WET,DESERT,66.78627406,363,31.65,SUNNY,14.5
RICE,WET,DESERT,73.4541537,365,31.58,WINDY,14
RICE,WET,DESERT,68.3584573,367,31.52,RAINY,5
RICE,WET,SEMI ARID,58.84015925,365,31.45,NORMAL,8.5
RICE,WET,SEMI ARID,65.76816093,363,31.39,SUNNY,10
RICE,WET,SEMI ARID,60.2001687,367,31.33,WINDY,9.5
RICE,WET,SEMI ARID,55.28220433,364,31.3,RAINY,0.5
RICE,WET,SEMI ARID,70.4162444,368,31.25,NORMAL,9.5
RICE,WET,SEMI ARID,65.26185135,366,31.19,SUNNY,11
RICE,WET,SEMI ARID,60.1159381,365,31.14,WINDY,10.5
RICE,WET,SEMI ARID,62.89366992,364,31.08,RAINY,1.5
RICE,WET,SEMI ARID,73.80435276,367,31.03,NORMAL,10.5
RICE,WET,SEMI ARID,71.09445342,365,30.98,SUNNY,12
RICE,WET,SEMI ARID,66.65952796,365,30.93,WINDY,11.5
RICE,WET,SEMI ARID,58.75082029,366,30.88,RAINY,2.5
RICE,WET,SEMI ARID,67.22190688,364,30.83,NORMAL,11.5
RICE,WET,SEMI ARID,68.49835977,365,30.79,SUNNY,13
RICE,WET,SEMI ARID,57.48775781,368,30.76,WINDY,12.5
RICE,WET,SEMI ARID,71.50905983,368,30.72,RAINY,3.5
RICE,WET,SEMI HUMID,63.10459626,368,30.68,NORMAL,6.5
RICE,WET,SEMI HUMID,63.4711755,368,30.64,SUNNY,8
RICE,WET,SEMI HUMID,63.1621551,368,30.6,WINDY,7.5
RICE,WET,SEMI HUMID,55.53128131,369,30.56,RAINY,0.5
RICE,WET,SEMI HUMID,67.99257471,368,30.52,NORMAL,7.5
RICE,WET,SEMI HUMID,61.89472002,364,30.48,SUNNY,9
RICE,WET,SEMI HUMID,65.61418761,311,30.45,WINDY,8.5
RICE,WET,SEMI HUMID,74.089114,278,30.42,RAINY,0.8
RICE,WET,SEMI HUMID,62.35750641,238,30.4,NORMAL,8.5
RICE,WET,SEMI HUMID,59.64024162,210,30.44,SUNNY,10
RICE,WET,SEMI HUMID,74.82913698,240,30.61,WINDY,9.5
RICE,WET,SEMI HUMID,74.52600826,238,30.83,RAINY,0.5
RICE,WET,SEMI HUMID,73.13112261,238,31.07,NORMAL,9.5
RICE,WET,SEMI HUMID,70.04556743,234,31.26,SUNNY,11
RICE,WET,SEMI HUMID,60.27766379,234,31.49,WINDY,10.5
RICE,WET,SEMI HUMID,57.21025565,235,31.69,RAINY,1.5
RICE,WET,HUMID,72.85462807,234,31.83,NORMAL,4
RICE,WET,HUMID,69.00128641,234,31.92,SUNNY,5.5
RICE,WET,HUMID,68.74248334,234,31.97,WINDY,5
RICE,WET,HUMID,56.35606753,233,32,RAINY,0.2
RICE,WET,HUMID,61.89082199,233,32.01,NORMAL,5
RICE,WET,HUMID,65.47050802,232,32,SUNNY,6.5
RICE,WET,HUMID,65.34583901,234,31.99,WINDY,6
RICE,WET,HUMID,56.73426469,233,31.96,RAINY,0.3
RICE,WET,HUMID,63.91281869,232,31.92,NORMAL,6
RICE,WET,HUMID,64.23580251,246,31.88,SUNNY,7.5
RICE,WET,HUMID,61.74427165,234,31.83,WINDY,7
RICE,WET,HUMID,61.24500053,232,31.77,RAINY,0.5
RICE,WET,HUMID,61.91044947,231,31.71,NORMAL,7
RICE,WET,HUMID,56.50768935,231,31.65,SUNNY,8.5
RICE,WET,HUMID,69.02298571,231,31.6,WINDY,8
RICE,WET,HUMID,65.35549924,231,31.54,RAINY,0.8
MELON,DRY,DESERT,59.24537979,231,31.47,NORMAL,6.12
MELON,DRY,DESERT,69.0276233,231,31.41,SUNNY,7.62
MELON,DRY,DESERT,61.32026065,230,31.35,WINDY,7.12
MELON,DRY,DESERT,72.89187265,228,31.33,RAINY,0.5
MELON,DRY,DESERT,69.63481219,230,31.27,NORMAL,7.12
MELON,DRY,DESERT,59.4375337,230,31.21,SUNNY,8.62
MELON,DRY,DESERT,68.034493,231,31.15,WINDY,8.12
MELON,DRY,DESERT,73.58868502,229,31.1,RAINY,0.8
MELON,DRY,DESERT,59.52193158,230,31.04,NORMAL,8.12
MELON,DRY,DESERT,61.33450447,231,30.99,SUNNY,9.62
MELON,DRY,DESERT,68.30578978,231,30.94,WINDY,9.12
MELON,DRY,DESERT,60.47470519,229,30.89,RAINY,0.12
MELON,DRY,DESERT,59.21235483,228,30.84,NORMAL,9.12
MELON,DRY,DESERT,73.62548442,230,30.79,SUNNY,10.62
MELON,DRY,DESERT,55.64709899,228,30.75,WINDY,10.12
MELON,DRY,DESERT,65.7420046,228,30.7,RAINY,1.12
MELON,DRY,SEMI ARID,65.77472881,228,30.68,NORMAL,5.58
MELON,DRY,SEMI ARID,60.61494304,230,30.63,SUNNY,7.08
MELON,DRY,SEMI ARID,72.33125523,228,30.59,WINDY,6.58
MELON,DRY,SEMI ARID,71.59722446,228,30.55,RAINY,0.3
MELON,DRY,SEMI ARID,69.36385721,228,30.51,NORMAL,6.58
MELON,DRY,SEMI ARID,66.20569924,229,30.47,SUNNY,8.08
MELON,DRY,SEMI ARID,61.55327249,229,30.43,WINDY,7.58
MELON,DRY,SEMI ARID,55.97732754,220,30.39,RAINY,0.5
MELON,DRY,SEMI ARID,59.24580604,228,30.35,NORMAL,7.58
MELON,DRY,SEMI ARID,65.92195844,229,30.31,SUNNY,9.08
MELON,DRY,SEMI ARID,72.52054555,228,30.27,WINDY,8.58
MELON,DRY,SEMI ARID,63.31801994,228,30.23,RAINY,0.8
MELON,DRY,SEMI ARID,67.816568,228,30.21,NORMAL,8.58
MELON,DRY,SEMI ARID,71.516474,229,30.18,SUNNY,10.08
MELON,DRY,SEMI ARID,63.73849998,228,30.14,WINDY,9.58
MELON,DRY,SEMI ARID,72.61024172,228,30.11,RAINY,0.58
MELON,DRY,SEMI HUMID,71.96246617,228,30.07,NORMAL,4.86
MELON,DRY,SEMI HUMID,61.37879671,228,30.04,SUNNY,6.36
MELON,DRY,SEMI HUMID,59.37147589,228,30.01,WINDY,5.86
MELON,DRY,SEMI HUMID,72.80086137,228,29.98,RAINY,0.2
MELON,DRY,SEMI HUMID,63.24648023,228,29.95,NORMAL,5.86
MELON,DRY,SEMI HUMID,62.49878458,229,29.92,SUNNY,7.36
MELON,DRY,SEMI HUMID,59.66263104,228,29.89,WINDY,6.86
MELON,DRY,SEMI HUMID,70.74739256,228,29.86,RAINY,0.3
MELON,DRY,SEMI HUMID,80.92254421,228,29.83,NORMAL,6.86
MELON,DRY,SEMI HUMID,83.44621709,228,29.82,SUNNY,8.36
MELON,DRY,SEMI HUMID,81.77527562,227,29.8,WINDY,7.86
MELON,DRY,SEMI HUMID,88.30866319,228,29.77,RAINY,0.5
MELON,DRY,SEMI HUMID,81.32563243,228,29.74,NORMAL,7.86
MELON,DRY,SEMI HUMID,88.989272,228,29.72,SUNNY,9.36
MELON,DRY,SEMI HUMID,88.7285657,228,29.69,WINDY,8.86
MELON,DRY,SEMI HUMID,89.77076659,227,29.67,RAINY,0.8
MELON,DRY,HUMID,85.34866045,228,29.65,NORMAL,3.96
MELON,DRY,HUMID,89.81574032,232,29.63,SUNNY,5.46
MELON,DRY,HUMID,80.04678201,227,29.6,WINDY,4.96
MELON,DRY,HUMID,84.18406764,226,29.58,RAINY,0.1
MELON,DRY,HUMID,83.31883376,228,29.56,NORMAL,4.96
MELON,DRY,HUMID,83.9195902,227,29.55,SUNNY,6.46
MELON,DRY,HUMID,80.22972777,227,29.53,WINDY,5.96
MELON,DRY,HUMID,84.1726996,227,29.51,RAINY,0.2
MELON,DRY,HUMID,89.64815231,227,29.49,NORMAL,5.96
MELON,DRY,HUMID,89.73524177,228,29.47,SUNNY,7.46
MELON,DRY,HUMID,88.22874955,228,29.45,WINDY,6.96
MELON,DRY,HUMID,80.02621335,228,29.43,RAINY,0.3
MELON,DRY,HUMID,87.6883982,227,29.4,NORMAL,6.96
MELON,DRY,HUMID,86.97190046,228,29.39,SUNNY,8.46
MELON,DRY,HUMID,84.26830701,226,29.37,WINDY,7.96
MELON,DRY,HUMID,87.55055105,226,29.35,RAINY,0.5
MELON,HUMID,DESERT,87.5931128,226,29.33,NORMAL,4.68
MELON,HUMID,DESERT,89.13163965,227,29.31,SUNNY,6.18
MELON,HUMID,DESERT,81.44030363,225,29.3,WINDY,5.68
MELON,HUMID,DESERT,80.99313508,225,29.28,RAINY,0.2
MELON,HUMID,DESERT,85.05318563,226,29.26,NORMAL,5.68
MELON,HUMID,DESERT,88.94568335,226,29.25,SUNNY,7.18
MELON,HUMID,DESERT,84.20576992,226,29.23,WINDY,6.68
MELON,HUMID,DESERT,82.043255,227,29.21,RAINY,0.3
MELON,HUMID,DESERT,84.16390229,226,29.19,NORMAL,6.68
MELON,HUMID,DESERT,84.84494575,225,29.17,SUNNY,8.18
MELON,HUMID,DESERT,86.52258079,226,29.15,WINDY,7.68
MELON,HUMID,DESERT,86.7295205,225,29.14,RAINY,0.5
MELON,HUMID,DESERT,84.6378378,226,29.12,NORMAL,7.68
MELON,HUMID,DESERT,82.39053979,226,29.1,SUNNY,9.18
MELON,HUMID,DESERT,87.8274604,226,29.09,WINDY,8.68
MELON,HUMID,DESERT,81.40297428,226,29.08,RAINY,0.8
MELON,HUMID,SEMI ARID,80.38266489,224,29.06,NORMAL,4.14
MELON,HUMID,SEMI ARID,89.28272716,225,29.04,SUNNY,5.64
MELON,HUMID,SEMI ARID,83.47202566,224,29.03,WINDY,5.14
MELON,HUMID,SEMI ARID,89.98405233,224,29.01,RAINY,0.2
MELON,HUMID,SEMI ARID,81.64075303,225,29,NORMAL,5.14
MELON,HUMID,SEMI ARID,82.75411437,226,28.99,SUNNY,6.64
MELON,HUMID,SEMI ARID,87.64081095,224,28.97,WINDY,6.14
MELON,HUMID,SEMI ARID,87.65694462,225,28.96,RAINY,0.3
MELON,HUMID,SEMI ARID,80.27525115,224,28.95,NORMAL,6.14
MELON,HUMID,SEMI ARID,83.15393658,226,28.93,SUNNY,7.64
MELON,HUMID,SEMI ARID,80.90127035,226,28.92,WINDY,7.14
MELON,HUMID,SEMI ARID,80.61750795,225,28.91,RAINY,0.5
MELON,HUMID,SEMI ARID,81.01009354,223,28.9,NORMAL,7.14
MELON,HUMID,SEMI ARID,87.21986949,225,28.88,SUNNY,8.64
MELON,HUMID,SEMI ARID,87.47409052,224,28.87,WINDY,8.14
MELON,HUMID,SEMI ARID,88.04541346,225,28.86,RAINY,0.8
MELON,HUMID,SEMI HUMID,86.33904774,218,28.84,NORMAL,3.42
MELON,HUMID,SEMI HUMID,88.6984228,223,28.83,SUNNY,4.92
MELON,HUMID,SEMI HUMID,83.46230461,225,28.82,WINDY,4.42
MELON,HUMID,SEMI HUMID,85.87059083,224,28.8,RAINY,0.1
MELON,HUMID,SEMI HUMID,82.91481799,224,28.79,NORMAL,4.42
MELON,HUMID,SEMI HUMID,87.1269128,236,28.78,SUNNY,5.92
MELON,HUMID,SEMI HUMID,88.59143088,223,28.77,WINDY,5.42
MELON,HUMID,SEMI HUMID,89.00481725,224,28.76,RAINY,0.2
MELON,HUMID,SEMI HUMID,89.39655519,224,28.75,NORMAL,5.42
MELON,HUMID,SEMI HUMID,81.2514818,216,28.73,SUNNY,6.92
MELON,HUMID,SEMI HUMID,83.03687902,224,28.72,WINDY,6.42
MELON,HUMID,SEMI HUMID,85.49938185,223,28.71,RAINY,0.3
MELON,HUMID,SEMI HUMID,86.10782926,222,28.7,NORMAL,6.42
MELON,HUMID,SEMI HUMID,81.12122989,222,28.68,SUNNY,7.92
MELON,HUMID,SEMI HUMID,86.14585891,223,28.67,WINDY,7.42
MELON,HUMID,SEMI HUMID,87.20772913,223,28.66,RAINY,0.5
MELON,HUMID,HUMID,89.20454622,222,28.65,NORMAL,2.52
MELON,HUMID,HUMID,86.70068316,221,28.64,SUNNY,4.02
MELON,HUMID,HUMID,86.25426228,222,28.63,WINDY,3.52
MELON,HUMID,HUMID,86.67468041,221,28.62,RAINY,0.1
MELON,HUMID,HUMID,81.14149505,221,28.61,NORMAL,3.52
MELON,HUMID,HUMID,80.91934337,221,28.59,SUNNY,5.02
MELON,HUMID,HUMID,84.42478917,220,28.58,WINDY,4.52
MELON,HUMID,HUMID,83.85039964,221,28.57,RAINY,0.1
MELON,HUMID,HUMID,83.9862443,220,28.56,NORMAL,4.52
MELON,HUMID,HUMID,85.00802358,222,28.55,SUNNY,6.02
MELON,HUMID,HUMID,84.24340241,220,28.55,WINDY,5.52
MELON,HUMID,HUMID,87.9392312,221,28.54,RAINY,0.2
MELON,HUMID,HUMID,86.5507939,221,28.53,NORMAL,5.52
MELON,HUMID,HUMID,87.5267616,220,28.52,SUNNY,7.02
MELON,HUMID,HUMID,86.63249555,221,28.51,WINDY,6.52
MELON,HUMID,HUMID,83.09194521,222,28.5,RAINY,0.3
MELON,WET,DESERT,87.82430156,221,28.49,NORMAL,3.6
MELON,WET,DESERT,85.5667282,219,28.49,SUNNY,5.1
MELON,WET,DESERT,85.56967628,200,28.48,WINDY,4.6
MELON,WET,DESERT,84.60808277,184,28.47,RAINY,0.1
MELON,WET,DESERT,81.96664832,177,28.46,NORMAL,4.6
MELON,WET,DESERT,84.31756844,176,28.48,SUNNY,6.1
MELON,WET,DESERT,80.45846265,175,28.72,WINDY,5.6
MELON,WET,DESERT,89.63667876,175,29.06,RAINY,0.2
MELON,WET,DESERT,84.69546874,175,29.45,NORMAL,5.6
MELON,WET,DESERT,84.30533791,176,29.83,SUNNY,7.1
MELON,WET,DESERT,83.89241484,176,30.12,WINDY,6.6
MELON,WET,DESERT,89.4138489,184,30.33,RAINY,0.3
MELON,WET,DESERT,94.11878202,175,30.41,NORMAL,6.6
MELON,WET,DESERT,93.03555162,175,30.55,SUNNY,8.1
MELON,WET,DESERT,94.22237826,176,30.79,WINDY,7.6
MELON,WET,DESERT,90.83130708,176,31.06,RAINY,0.5
MELON,WET,SEMI ARID,94.55695552,176,31.35,NORMAL,3.06
MELON,WET,SEMI ARID,93.25103208,176,31.57,SUNNY,4.56
MELON,WET,SEMI ARID,92.21405224,176,31.72,WINDY,4.06
MELON,WET,SEMI ARID,90.06998135,176,31.82,RAINY,0.1
MELON,WET,SEMI ARID,90.35567642,176,31.88,NORMAL,4.06
